asin,amazon_url
1338896431,https://www.amazon.com/dp/1338896431
0063342707,https://www.amazon.com/dp/0063342707
1683372301,https://www.amazon.com/dp/1683372301
1728296218,https://www.amazon.com/dp/1728296218
1339028018,https://www.amazon.com/dp/1339028018
1728291925,https://www.amazon.com/dp/1728291925
1665955430,https://www.amazon.com/dp/1665955430
0593493125,https://www.amazon.com/dp/0593493125
1250899575,https://www.amazon.com/dp/1250899575
1433593181,https://www.amazon.com/dp/1433593181
B0CJCKGRW1,https://www.amazon.com/dp/B0CJCKGRW1
1464221138,https://www.amazon.com/dp/1464221138
B0CKCYXBQN,https://www.amazon.com/dp/B0CKCYXBQN
B0CKVLW15K,https://www.amazon.com/dp/B0CKVLW15K
1982179015,https://www.amazon.com/dp/1982179015
1915454255,https://www.amazon.com/dp/1915454255
0063306271,https://www.amazon.com/dp/0063306271
0593887913,https://www.amazon.com/dp/0593887913
B0CLKKDW2V,https://www.amazon.com/dp/B0CLKKDW2V
1959885146,https://www.amazon.com/dp/1959885146
140034252X,https://www.amazon.com/dp/140034252X
